ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	ENTRY	COG
1648	En	hermano menor		vón-gwa	vón-gwa	213 *poni, "hermano menor". - O voni-gwat, Еn vón-gwa; Vb pooní, Va роní, ТА bоní; TR woní.	213
1649	Vb	hermano menor		pooní	pooní	213 *poni, "hermano menor". - O voni-gwat, Еn vón-gwa; Vb pooní, Va роní, ТА bоní; TR woní.	213
1650	Va	hermano menor		poní	poní	213 *poni, "hermano menor". - O voni-gwat, Еn vón-gwa; Vb pooní, Va роní, ТА bоní; TR woní.	213
1651	TA	hermano menor		boní	boní	213 *poni, "hermano menor". - O voni-gwat, Еn vón-gwa; Vb pooní, Va роní, ТА bоní; TR woní.	213
1652	TR	hermano menor		woní.	woní.	213 *poni, "hermano menor". - O voni-gwat, Еn vón-gwa; Vb pooní, Va роní, ТА bоní; TR woní.	213
2162	Proto	hermano menor de la madre		*tari	*tari	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2163	TEP	hermano menor de la madre		ta-tári	ta-tári	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2164	O	hermano menor de la madre		tai	tai	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2165	En	hermano menor de la madre		tei-gwát	tei-gwát	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2166	Y	hermano menor de la madre		taá-ta	taá-ta	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2167	Vb	hermano menor de la madre	hermano del padre	tá'a-tái	tá'a-tái	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2168	Va	hermano menor de la madre		ta'téi	ta'téi	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2169	TA	hermano menor de la madre		ra'-té	ra'-té	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2170	TR	hermano menor de la madre	hermano mayor del padre	tayí	tayí	277 *tari, "hermano mеnоr dе la madre". - ТЕР ta-tári; O tai, Еn tei-gwát; Y taá-ta; Vb tá'a-tái_"hermano del padre", Va ta'téi, ТА rа'-té; TR tayí_"hermano mayor del padre".	277
2422	Proto	hervirse		*tono	*tono	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2423	Proto	hervirse		ton-i	ton-i	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2424	TEP	hervirse	caliente	tóni	tóni	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2425	O	hervirse		ton-	ton-	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2426	En	hervirse		tóno-	tóno-	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2427	Va	hervirse		tono-	tono-	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2428	Va	hervirse		toni-	toni-	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2429	TA	hervirse		ronó	ronó	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
2430	TR	hervirse	hacer calor	tono-tu-	tono-tu-	312 *tono, ton-i, "hervirse". - TEP tóni_"caliente"; O ton-, En tóno-; Va tono-, toni-, TA ronó; TR tono-tu-_"hacer calor".	312
338	Proto	higo		*cuna	*cuna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
339	P	higo		suhna	suhna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
340	O	higo		cuna	cuna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
341	En	higo		cúna	cúna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
342	MA	higo		MA cuúna	cuúna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
343	Y	higo		MA cuúna	MA cuúna	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
344	T	higo		T cuná.	cuná.	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
345	VA	higo		T cuná.	T cuná.	47 *сunа, "higo". - Р suhna; O сunа, Еn сúnа; Y MA cuúna; VA Т сuná.	47
1057	Proto	hija del padre		*mara	*mara	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1058	TEP	hija del padre	hijo	mára	mára	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1059	O	hija del padre		mara	mara	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1060	En	hija del padre		már-gwa	már-gwa	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1061	Y	hija del padre		maára	maára	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1062	MA	hija del padre		maála	maála	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1063	Va	hija del padre		malála	malála	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
1064	TA	hija del padre		mará.	mará.	137 *mаrа, "hija del padre". - ТЕР márа_"hijo"; O mara, Еn már-gwa; Y mаárа, МА mаálа; Vа mаlálа, ТА mará.	137
9	Proto	hijo		*'aki	*'aki	2 *'aki, "hijo ". - O aki_"hija de la madre"; Vb ahkí_"hijo, hija"; TA kí_"hijo de la madre".	2
10	O	hijo	hija de la madre	aki	aki	2 *'aki, "hijo ". - O aki_"hija de la madre"; Vb ahkí_"hijo, hija"; TA kí_"hijo de la madre".	2
11	Vb	hijo	hijo, hija	ahkí	ahkí	2 *'aki, "hijo ". - O aki_"hija de la madre"; Vb ahkí_"hijo, hija"; TA kí_"hijo de la madre".	2
12	TA	hijo	hijo de la madre	kí	kí	2 *'aki, "hijo ". - O aki_"hija de la madre"; Vb ahkí_"hijo, hija"; TA kí_"hijo de la madre".	2
1381	Proto	hijo del padre		*no	*no	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1382	O	hijo del padre		no-	no-	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1383	En	hijo del padre		no-gwát	no-gwát	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1384	MA	hijo del padre	hijo pequeño	nó'oci	nó'oci	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1385	Vb	hijo del padre	padre	onó	onó	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1386	Va	hijo del padre		no-lá	no-lá	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
1387	TA	hijo del padre		nó.	nó.	177 *nо, "hijo del padre". - O nо-, En no-gwát; MA nó'oci_"hijo pequeño"; Vb onó_"padre", Va no-lá, ТА nó.	177
408	Proto	hilar		*hiku	*hiku	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
409	O	hilar		hikku	hikku	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
410	O	hilar		ikku	ikku	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
411	En	hilar		hík-	hík-	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
412	Y	hilar		hikú'u-	hikú'u-	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
413	MA	hilar		híku-	híku-	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
414	Vb	hilar	malacate	hí'iku-ra	hí'iku-ra	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
415	TA	hilar	hilo	kurí	kurí	56 *hiku, "hilar". - O hikku, ikku, En hík-; Y hikú'u-, МА híku-; Vb hí'iku-ra_"malacate", ТА kurí_"hilo".	56
1811	Proto	hoja		*sawa	*sawa	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1812	TEP	hoja	hojas	háa-haga	háa-haga	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1813	O	hoja		sagwa-t	sagwa-t	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1814	En	hoja		sáwa	sáwa	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1815	Y	hoja		sáwa	sáwa	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1816	MA	hoja		sáugwa	sáugwa	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1817	Va	hoja		Va TA sawá	TA sawá	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1818	Vb	hoja		Va TA sawá	Va TA sawá	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1819	TR	hoja		samuá-r	samuá-r	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
1820	TR	hoja		samwá-t.	samwá-t.	233 *sawa, "hoja". - ТЕР háa-haga_"hojas"; O sagwa-t, En sáwa; Y sáwa, МА sáugwa; Vb Va ТА sawá; TR samuá-r, samwá-t.	233
2197	Proto	hombre		*tihoyi	*tihoyi	281 *tihoyi, "hombre". - ТЕР tíodi; Vb tihoyé, Va tihoé, ТА rehói.	281
2198	TEP	hombre		tíodi	tíodi	281 *tihoyi, "hombre". - ТЕР tíodi; Vb tihoyé, Va tihoé, ТА rehói.	281
2199	Vb	hombre		tihoyé	tihoyé	281 *tihoyi, "hombre". - ТЕР tíodi; Vb tihoyé, Va tihoé, ТА rehói.	281
2200	Va	hombre		tihoé	tihoé	281 *tihoyi, "hombre". - ТЕР tíodi; Vb tihoyé, Va tihoé, ТА rehói.	281
2201	TA	hombre		rehói.	rehói.	281 *tihoyi, "hombre". - ТЕР tíodi; Vb tihoyé, Va tihoé, ТА rehói.	281
524	Proto	huaraches		*kaka	*kaka	70 *kaka, "huaraches ". - Vb kahká , Va kaká , ТА аká; TR kakа-yít .	70
525	Vb	huaraches		kahká	kahká	70 *kaka, "huaraches ". - Vb kahká , Va kaká , ТА аká; TR kakа-yít .	70
526	Va	huaraches		kaká	kaká	70 *kaka, "huaraches ". - Vb kahká , Va kaká , ТА аká; TR kakа-yít .	70
527	TA	huaraches		aká	aká	70 *kaka, "huaraches ". - Vb kahká , Va kaká , ТА аká; TR kakа-yít .	70
528	TR	huaraches		kaka-yít .	kaka-yít .	70 *kaka, "huaraches ". - Vb kahká , Va kaká , ТА аká; TR kakа-yít .	70
104	Proto	hueso		*'o	*'o	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
105	TEP	hueso		'oo'ói-o	'oo'ói-o	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
106	O	hueso		owa (BARBASTRO	owa (BARBASTRO	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
107	O	hueso		1792)	1792)	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
108	En	hueso		hógwa-	hógwa-	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
109	Y	hueso		'ó-ta	'ó-ta	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
110	MA	hueso		ó-tta	ó-tta	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
111	Vb	hueso		hó'o-wa	hó'o-wa	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
112	Va	hueso		o'-á	o'-á	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
113	TA	hueso		o-cí	o-cí	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
114	TR	hueso		ho-ta-.	ho-ta-.	14 *'o, "hueso". - TEP 'oo'ói~o; O owa (BARBASTRO, 1792), En hógwa-; Y 'ó-ta, MA ó-tta; Vb hó'o-wa, Va o'-á, TA o-cí; TR ho-ta-.	14
572	Proto	huevo		*kawa	*kawa	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
573	O	huevo		akkawo-ri	akkawo-ri	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
574	En	huevo		ákabo-ra	ákabo-ra	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
575	Y	huevo		kába	kába	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
576	MA	huevo		kábba	kábba	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
577	Vb	huevo		ká'awa-rá	ká'awa-rá	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
578	Va	huevo		ka'wá	ka'wá	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
579	TA	huevo		ka'wá	ka'wá	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
580	TR	huevo	gallina ponedora	kowa-ló	kowa-ló	77 *kawa, "huevo". - O akkawo-ri, Еn ákabo-ra; Y kába, МА kábba; Vb ká'awa-rá, Va ka'wá, ТА ka'wá; TR kowa-ló_"gallina ponedora".	77
1150	Proto	humear		*moro	*moro	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1151	Proto	humear		mor-i	mor-i	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1152	O	humear	ahumarse	moresa	moresa	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1153	En	humear		móro-	móro-	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1154	Va	humear		molo-	molo-	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1155	Va	humear		mori-	mori-	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
1156	TA	humear		mooró.	mooró.	149 *moro, mor-i, "humear". - O moresa_"ahumarse", En móro-; Va molo-, mori-, TA mooró.	149
934	Proto	humo		*kwici	*kwici	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
935	TEP	humo		kuu-bísi	kuu-bísi	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
936	O	humo		pici-ra	pici-ra	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
937	Es	humo		bici	bici	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
938	Y	humo		bwicía	bwicía	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
939	MA	humo		bwicíria	bwicíria	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
940	TR	humo		ku-picí-t.	ku-picí-t.	121 *kwici, "humo". - ТЕР kuu-bísi; O pici-ra, Es bici; Y bwicía, МА bwicíria; TR ku-picí-t.	121
1359	Proto	hígado		*nɨma	*nɨma	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1360	TEP	hígado		níma	níma	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1361	O	hígado		hema	hema	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1362	En	hígado		hemá-t	hemá-t	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1363	Es	hígado		ema-t	ema-t	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1364	Y	hígado		heéma-	heéma-	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1365	MA	hígado		heéma-	heéma-	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1366	Vb	hígado		heemá	heemá	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1367	TA	hígado		TA emá	emá	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1368	Va	hígado		TA emá	TA emá	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
1369	TR	hígado		yamá-t.	yamá-t.	175 *nɨma, "hígado". - ТЕР níma; O hema, En hemá-t, Es ema-t; Y.MA heéma-; Vb heemá, Va TA emá; TR yamá-t.	175
2408	Proto	invierno		*tomo	*tomo	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
2409	PI	invierno		tomu-daga	tomu-daga	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
2410	O	invierno		tomo	tomo	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
2411	En	invierno		tomó	tomó	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
2412	Va	invierno		tomó	tomó	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
2413	TA	invierno		romó.	romó.	310 *tomo, "invierno". - PI tomu-daga; O tomo, En tomó; Va tomó, TA romó.	310
1883	Proto	ir		*simɨ	*simɨ	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1884	Proto	ir		sim-i	sim-i	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1885	TEP	ir		hímɨi	hímɨi	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1886	En	ir		-sem	-sem	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1887	En	ir		sim-	sim-	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1888	MA	ir		MA siíme	siíme	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1889	Y	ir		MA siíme	MA siíme	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1890	Vb	ir		-simi-	-simi-	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1891	Va	ir		simi-	simi-	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1892	TA	ir		simí	simí	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1893	TA	ir		simé-	simé-	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1894	TR	ir		simi-.	simi-.	241 *simɨ, sim-i, "ir". - ТЕР hímɨi; Еn -sem, sim-; Y MA siímе; Vb -simi-, Va simi-, ТА simí, simé-; TR simi-.	241
1916	Proto	jilotear		*sita	*sita	245 *sita, "jilotear". - O sita, En sít-; Y sí'ita-rókka_"barba verde del maíz"; Vb siihtá, Va sitá_"jilote".	245
1917	O	jilotear		sita	sita	245 *sita, "jilotear". - O sita, En sít-; Y sí'ita-rókka_"barba verde del maíz"; Vb siihtá, Va sitá_"jilote".	245
1918	En	jilotear		sít-	sít-	245 *sita, "jilotear". - O sita, En sít-; Y sí'ita-rókka_"barba verde del maíz"; Vb siihtá, Va sitá_"jilote".	245
1919	Y	jilotear	barba verde del maíz	sí'ita-rókka	sí'ita-rókka	245 *sita, "jilotear". - O sita, En sít-; Y sí'ita-rókka_"barba verde del maíz"; Vb siihtá, Va sitá_"jilote".	245
